"Price","District","City","Type","EnergyCertificate","Parking","ConstructionYear","TotalArea","Elevator","TotalRooms","LivingArea","NumberOfBathrooms","lat","long"
180000,"Lisboa","Loures","Apartment","D",0,1981,51,"False",2,50,1,38.7077507,-9.1365919
227500,"Lisboa","Alenquer","House","No Certificate",2,1964,51,"False",3,51,2,38.7077507,-9.1365919
150000,"Lisboa","Lisboa","Apartment","D",0,1951,40,"False",1,40,1,38.7077507,-9.1365919
470000,"Lisboa","Lisboa","Apartment","D",1,1979,100,"True",2,100,1,38.7077507,-9.1365919
159000,"Lisboa","Vila Franca de Xira","Apartment","D",0,2000,68,"False",2,68,1,38.7077507,-9.1365919
98500,"Lisboa","Amadora","Apartment","C",0,1968,36,"False",1,36,1,38.7077507,-9.1365919
65000,"Lisboa","Alenquer","House","No Certificate",0,2002,63,"False",1,63,1,38.7077507,-9.1365919
325000,"Lisboa","Sintra","Apartment","D",0,1993,178,"False",4,158,2,38.7077507,-9.1365919
770000,"Lisboa","Lisboa","Apartment","A",2,2022,171,"True",3,137,3,38.7077507,-9.1365919
210000,"Lisboa","Sintra","Apartment","D",0,2009,151,"True",2,91,1,38.7077507,-9.1365919
256000,"Lisboa","Vila Franca de Xira","Apartment","C",0,1992,86,"True",3,77,2,38.7077507,-9.1365919
219000,"Lisboa","Sintra","Apartment","D",0,1991,94,"False",2,94,1,38.7077507,-9.1365919
189000,"Lisboa","Amadora","Apartment","D",0,1978,67,"False",2,67,1,38.7077507,-9.1365919
355000,"Lisboa","Lisboa","Apartment","D",0,1977,94,"False",3,94,1,38.7077507,-9.1365919
155000,"Lisboa","Sintra","Apartment","F",0,1990,88,"False",2,76,1,38.7077507,-9.1365919
176000,"Lisboa","Sintra","Apartment","F",0,1950,91,"False",3,91,1,38.7077507,-9.1365919
399000,"Lisboa","Lisboa","Apartment","F",0,1978,67,"False",1,67,1,38.7077507,-9.1365919
740000,"Lisboa","Lisboa","Apartment","C",2,2002,185,"True",3,132,3,38.7077507,-9.1365919
375000,"Lisboa","Lisboa","Apartment","D",0,1978,62,"False",2,62,1,38.7077507,-9.1365919
275000,"Lisboa","Sintra","House","E",2,1982,185,"False",3,99,2,38.7077507,-9.1365919
175000,"Lisboa","Alenquer","Apartment","C",1,2009,96,"True",2,96,1,38.7077507,-9.1365919
310000,"Lisboa","Oeiras","Apartment","C",0,1981,92,"True",2,92,1,38.7077507,-9.1365919
395000,"Lisboa","Lisboa","Apartment","No Certificate",0,2021,60,"True",1,54,1,38.7077507,-9.1365919
620000,"Lisboa","Cascais","Apartment","C",1,1961,159,"False",4,142,3,38.7077507,-9.1365919
6e+05,"Lisboa","Lisboa","Apartment","No Certificate",0,2021,92,"True",2,83,2,38.7077507,-9.1365919
182000,"Lisboa","Vila Franca de Xira","House","F",0,1988,64,"False",1,64,1,38.7077507,-9.1365919
310000,"Lisboa","Vila Franca de Xira","Apartment","F",0,1995,118,"True",3,118,2,38.7077507,-9.1365919
6e+05,"Lisboa","Lisboa","Apartment","C",1,1952,166,"True",4,166,1,38.7077507,-9.1365919
695000,"Lisboa","Lisboa","Apartment","No Certificate",1,2021,90,"True",2,81,2,38.7077507,-9.1365919
269900,"Lisboa","Vila Franca de Xira","Apartment","D",3,2009,109,"False",3,98,3,38.7077507,-9.1365919
380000,"Lisboa","Lisboa","Apartment","E",0,1987,76,"False",2,66,1,38.7077507,-9.1365919
176000,"Lisboa","Sintra","Apartment","E",0,1990,88,"True",2,88,1,38.7077507,-9.1365919
83234,"Lisboa","Lourinhã","House","No Certificate",0,1950,48,"False",3,48,1,38.7077507,-9.1365919
540000,"Lisboa","Lisboa","Apartment","E",1,1989,135,"True",3,135,3,38.7077507,-9.1365919
299000,"Lisboa","Oeiras","Apartment","D",1,1987,80,"True",2,80,2,38.7077507,-9.1365919
313000,"Lisboa","Lisboa","Apartment","D",1,2011,82,"True",1,72,2,38.7077507,-9.1365919
187500,"Lisboa","Sintra","Apartment","E",1,1981,63,"False",2,63,1,38.7077507,-9.1365919
525000,"Lisboa","Odivelas","Apartment","No Certificate",2,2023,125,"True",2,111,2,38.7077507,-9.1365919
319000,"Lisboa","Sintra","Apartment","C",2,1999,160,"True",3,115,2,38.7077507,-9.1365919
182000,"Lisboa","Sintra","Apartment","D",0,1998,89,"False",3,89,1,38.7077507,-9.1365919
249000,"Lisboa","Amadora","Apartment","C",0,2004,116,"False",3,116,2,38.7077507,-9.1365919
595000,"Lisboa","Lisboa","Apartment","C",2,1988,169,"True",4,142,2,38.7077507,-9.1365919
890000,"Lisboa","Lisboa","Apartment","C",2,2006,167,"True",4,150,3,38.7077507,-9.1365919
370000,"Lisboa","Sintra","Apartment","A",2,2023,144,"True",3,144,2,38.7077507,-9.1365919
495000,"Lisboa","Odivelas","Apartment","No Certificate",2,2023,125,"True",2,104,2,38.7077507,-9.1365919
175000,"Lisboa","Vila Franca de Xira","Apartment","D",0,1988,67,"True",2,65,1,38.7077507,-9.1365919
257500,"Lisboa","Sintra","Apartment","D",0,1996,103,"True",3,100,2,38.7077507,-9.1365919
243000,"Lisboa","Lisboa","Apartment","C",0,2001,85,"True",2,85,1,38.7077507,-9.1365919
119000,"Lisboa","Torres Vedras","House","F",0,1951,76,"False",2,76,1,38.7077507,-9.1365919
550000,"Lisboa","Cascais","Apartment","D",1,1976,60,"True",1,54,1,38.7077507,-9.1365919
495000,"Lisboa","Cascais","Apartment","A+",2,2023,81,"True",2,81,2,38.7077507,-9.1365919
209000,"Lisboa","Amadora","Apartment","D",0,1990,110,"True",3,96,2,38.7077507,-9.1365919
850000,"Lisboa","Lisboa","Apartment","A",1,2021,99,"True",2,82,2,38.7077507,-9.1365919
1500000,"Lisboa","Lisboa","Apartment","A",2,2021,130,"True",3,129,3,38.7077507,-9.1365919
175000,"Lisboa","Sintra","Apartment","D",0,1999,95,"True",1,95,1,38.7077507,-9.1365919
2e+05,"Lisboa","Alenquer","Apartment","C",0,2012,103,"True",3,103,2,38.7077507,-9.1365919
209990,"Lisboa","Loures","Apartment","E",1,2009,90,"True",3,81,1,38.7077507,-9.1365919
185000,"Lisboa","Amadora","Apartment","C",0,1956,137,"False",2,60,1,38.7077507,-9.1365919
135000,"Lisboa","Loures","Apartment","D",1,1998,61,"False",2,61,1,38.7077507,-9.1365919
480000,"Lisboa","Lisboa","Apartment","D",0,1950,111,"False",3,80,1,38.7077507,-9.1365919
545000,"Lisboa","Oeiras","Apartment","C",0,1957,181,"False",3,58,1,38.7077507,-9.1365919
1200000,"Lisboa","Lisboa","Apartment","A",2,2021,110,"True",2,90,2,38.7077507,-9.1365919
155000,"Lisboa","Sintra","Apartment","E",0,1987,90,"False",3,90,2,38.7077507,-9.1365919
275000,"Lisboa","Lisboa","Apartment","D",0,1951,79,"False",2,79,1,38.7077507,-9.1365919
298000,"Lisboa","Mafra","Apartment","C",1,1997,98,"False",2,98,1,38.7077507,-9.1365919
630000,"Lisboa","Oeiras","Apartment","No Certificate",3,2010,133,"True",2,133,2,38.7077507,-9.1365919
595000,"Lisboa","Cascais","Apartment","A+",3,2023,89,"True",3,89,2,38.7077507,-9.1365919
165000,"Lisboa","Loures","Apartment","E",0,1996,93,"True",3,93,2,38.7077507,-9.1365919
235000,"Lisboa","Amadora","Apartment","D",0,1984,101,"False",3,86,2,38.7077507,-9.1365919
380000,"Lisboa","Lisboa","Apartment","B",0,2023,54,"False",1,54,1,38.7077507,-9.1365919
7e+05,"Lisboa","Sintra","House","F",1,1983,173,"False",3,173,2,38.7077507,-9.1365919
775000,"Lisboa","Loures","Apartment","A",2,2018,155,"True",3,129,2,38.7077507,-9.1365919
440000,"Lisboa","Lisboa","Apartment","D",0,1988,85,"False",3,85,1,38.7077507,-9.1365919
719000,"Lisboa","Lisboa","Apartment","D",0,1950,176,"True",3,173,2,38.7077507,-9.1365919
750000,"Lisboa","Lisboa","Apartment","A",1,2021,98,"True",1,74,1,38.7077507,-9.1365919
260000,"Lisboa","Odivelas","Apartment","D",1,1989,90,"False",3,82,2,38.7077507,-9.1365919
569000,"Lisboa","Lisboa","Apartment","E",0,1956,93,"False",2,76,2,38.7077507,-9.1365919
6e+05,"Lisboa","Lisboa","Apartment","No Certificate",0,2021,92,"True",2,83,2,38.7077507,-9.1365919
2e+05,"Lisboa","Oeiras","Apartment","F",0,1977,80,"False",2,80,1,38.7077507,-9.1365919
150000,"Lisboa","Amadora","Apartment","D",0,1988,71,"False",2,66,1,38.7077507,-9.1365919
340000,"Lisboa","Lisboa","Apartment","E",0,1950,150,"False",2,70,1,38.7077507,-9.1365919
359000,"Lisboa","Lisboa","Apartment","E",0,1987,80,"False",3,72,1,38.7077507,-9.1365919
895000,"Lisboa","Lisboa","Apartment","A",2,2022,118,"True",2,118,2,38.7077507,-9.1365919
590000,"Lisboa","Lisboa","Apartment","C",0,1988,125,"True",3,89,2,38.7077507,-9.1365919
319000,"Lisboa","Amadora","Apartment","C",0,1984,105,"True",3,95,2,38.7077507,-9.1365919
1280000,"Lisboa","Lisboa","Apartment","A",1,2019,117,"True",2,117,3,38.7077507,-9.1365919
695000,"Lisboa","Lisboa","Apartment","B",1,2020,95,"True",2,95,2,38.7077507,-9.1365919
370000,"Lisboa","Vila Franca de Xira","Apartment","A",2,2023,167,"True",3,145,3,38.7077507,-9.1365919
370000,"Lisboa","Vila Franca de Xira","Apartment","B",2,2023,180,"True",3,146,3,38.7077507,-9.1365919
177000,"Lisboa","Vila Franca de Xira","Apartment","C",0,1984,96,"False",3,96,1,38.7077507,-9.1365919
655000,"Lisboa","Odivelas","Apartment","A",2,2023,137,"True",3,137,3,38.7077507,-9.1365919
670000,"Lisboa","Lisboa","Apartment","A+",2,2023,114,"True",2,114,2,38.7077507,-9.1365919
495000,"Lisboa","Lisboa","Apartment","D",0,1964,65,"True",2,56,2,38.7077507,-9.1365919
290000,"Lisboa","Lisboa","Apartment","C",0,1950,54,"False",1,45,2,38.7077507,-9.1365919
370000,"Lisboa","Vila Franca de Xira","Apartment","B",2,2023,180,"True",3,146,3,38.7077507,-9.1365919
560000,"Lisboa","Cascais","Apartment","C",2,2008,120,"True",3,112,2,38.7077507,-9.1365919
269000,"Lisboa","Lisboa","Apartment","D",0,1989,81,"False",2,81,1,38.7077507,-9.1365919
194000,"Lisboa","Lisboa","Apartment","F",0,1951,45,"False",2,45,1,38.7077507,-9.1365919
670000,"Lisboa","Lisboa","Apartment","A+",2,2023,113,"True",2,113,2,38.7077507,-9.1365919
997500,"Lisboa","Odivelas","Apartment","A",3,2023,153,"True",3,153,3,38.7077507,-9.1365919
498000,"Lisboa","Odivelas","Apartment","A",1,2023,102,"True",2,102,2,38.7077507,-9.1365919
370000,"Lisboa","Vila Franca de Xira","Apartment","B",2,2023,180,"True",3,146,3,38.7077507,-9.1365919
370000,"Lisboa","Vila Franca de Xira","Apartment","A",2,2023,167,"True",3,145,3,38.7077507,-9.1365919
165000,"Lisboa","Vila Franca de Xira","House","No Certificate",0,1988,43,"False",2,43,1,38.7077507,-9.1365919
250000,"Lisboa","Amadora","Apartment","D",0,1956,152,"False",3,63,2,38.7077507,-9.1365919
390000,"Lisboa","Lisboa","Apartment","E",0,1951,45,"False",2,37,1,38.7077507,-9.1365919
275000,"Lisboa","Oeiras","Apartment","D",0,1984,73,"True",2,73,2,38.7077507,-9.1365919
450000,"Lisboa","Oeiras","Apartment","E",0,1987,88,"True",3,88,2,38.7077507,-9.1365919
260000,"Lisboa","Lisboa","Apartment","C",0,1951,60,"False",2,47,1,38.7077507,-9.1365919
150000,"Lisboa","Sintra","Apartment","D",0,1991,55,"True",1,48,1,38.7077507,-9.1365919
65000,"Lisboa","Vila Franca de Xira","House","No Certificate",0,1969,93,"False",4,93,1,38.7077507,-9.1365919
195000,"Lisboa","Amadora","Apartment","C",0,1966,74,"False",2,67,2,38.7077507,-9.1365919
985000,"Lisboa","Oeiras","Apartment","A",3,2019,159,"True",3,134,2,38.7077507,-9.1365919
370000,"Lisboa","Vila Franca de Xira","Apartment","B",2,2023,180,"True",3,146,3,38.7077507,-9.1365919
180000,"Lisboa","Sintra","Apartment","D",0,1977,74,"True",2,70,1,38.7077507,-9.1365919
550000,"Lisboa","Odivelas","Apartment","A",2,2012,136,"True",2,114,3,38.7077507,-9.1365919
398000,"Lisboa","Oeiras","Apartment","D",0,1979,125,"False",2,62,2,38.7077507,-9.1365919
357000,"Lisboa","Mafra","Apartment","A+",1,2023,127,"True",2,114,2,38.7077507,-9.1365919
413000,"Lisboa","Mafra","Apartment","A+",2,2023,135,"True",3,122,2,38.7077507,-9.1365919
330000,"Lisboa","Lisboa","Apartment","F",0,1950,45,"True",1,40,1,38.7077507,-9.1365919
328000,"Lisboa","Cascais","Apartment","C",0,1980,90,"False",3,85,2,38.7077507,-9.1365919
350000,"Lisboa","Mafra","Apartment","A+",1,2023,127,"True",2,114,2,38.7077507,-9.1365919
362000,"Lisboa","Mafra","Apartment","A+",2,2023,120,"True",3,108,2,38.7077507,-9.1365919
284500,"Lisboa","Lisboa","Apartment","D",0,1978,65,"True",1,65,1,38.7077507,-9.1365919
391000,"Lisboa","Mafra","Apartment","A+",2,2023,125,"True",3,113,2,38.7077507,-9.1365919
758000,"Lisboa","Cascais","Apartment","A",1,2017,160,"True",3,137,3,38.7077507,-9.1365919
350000,"Lisboa","Cascais","Apartment","D",0,1968,70,"False",2,70,2,38.7077507,-9.1365919
2500000,"Lisboa","Lisboa","Apartment","B-",2,2023,156,"True",3,140,3,38.7077507,-9.1365919
139000,"Lisboa","Alenquer","Apartment","E",0,2002,80,"True",2,80,1,38.7077507,-9.1365919
340000,"Lisboa","Mafra","Apartment","A+",1,2023,103,"True",2,93,2,38.7077507,-9.1365919
345000,"Lisboa","Mafra","Apartment","A+",1,2023,107,"True",2,96,2,38.7077507,-9.1365919
1680000,"Lisboa","Lisboa","Apartment","C",2,2007,154,"True",3,130,3,38.7077507,-9.1365919
270000,"Lisboa","Mafra","Apartment","A+",1,2023,91,"True",2,82,2,38.7077507,-9.1365919
365000,"Lisboa","Cascais","Apartment","C",2,1971,85,"False",3,85,2,38.7077507,-9.1365919
284000,"Lisboa","Odivelas","House","E",1,1978,85,"False",2,85,1,38.7077507,-9.1365919
407000,"Lisboa","Mafra","Apartment","A+",2,2023,135,"True",3,122,2,38.7077507,-9.1365919
314000,"Lisboa","Mafra","Apartment","A+",1,2023,105,"True",2,95,2,38.7077507,-9.1365919
310000,"Lisboa","Mafra","Apartment","A+",1,2023,100,"True",2,90,2,38.7077507,-9.1365919
390000,"Lisboa","Mafra","Apartment","A+",2,2023,125,"True",3,113,2,38.7077507,-9.1365919
352450,"Lisboa","Mafra","Apartment","A+",1,2023,110,"True",2,99,2,38.7077507,-9.1365919
395000,"Lisboa","Lisboa","Apartment","No Certificate",1,2023,71,"True",2,69,2,38.7077507,-9.1365919
595000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,124,"True",3,115,3,38.7077507,-9.1365919
342000,"Lisboa","Mafra","Apartment","A+",1,2023,110,"True",2,99,2,38.7077507,-9.1365919
365000,"Lisboa","Mafra","Apartment","A+",2,2023,120,"True",3,108,2,38.7077507,-9.1365919
2e+06,"Lisboa","Cascais","Apartment","F",1,1982,110,"False",3,110,2,38.7077507,-9.1365919
420000,"Lisboa","Lisboa","Apartment","No Certificate",1,2023,83,"True",2,80,2,38.7077507,-9.1365919
4e+05,"Lisboa","Lisboa","Apartment","No Certificate",1,2023,71,"True",2,69,2,38.7077507,-9.1365919
334000,"Lisboa","Mafra","Apartment","A+",1,2023,121,"True",2,109,2,38.7077507,-9.1365919
417000,"Lisboa","Mafra","Apartment","A+",2,2023,135,"True",3,122,2,38.7077507,-9.1365919
286800,"Lisboa","Mafra","Apartment","A+",1,2023,93,"True",2,84,2,38.7077507,-9.1365919
340000,"Lisboa","Mafra","Apartment","A+",1,2023,105,"True",2,95,2,38.7077507,-9.1365919
456500,"Lisboa","Mafra","Apartment","A+",2,2023,131,"True",3,118,2,38.7077507,-9.1365919
595000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,139,"True",3,136,3,38.7077507,-9.1365919
355000,"Lisboa","Mafra","Apartment","A+",2,2023,120,"True",3,108,2,38.7077507,-9.1365919
324500,"Lisboa","Mafra","Apartment","A+",1,2023,105,"True",2,96,2,38.7077507,-9.1365919
344000,"Lisboa","Mafra","Apartment","A+",1,2023,121,"True",2,109,2,38.7077507,-9.1365919
288000,"Lisboa","Mafra","Apartment","A+",1,2023,92,"True",2,83,2,38.7077507,-9.1365919
655000,"Lisboa","Lisboa","Apartment","A+",2,2023,138,"True",3,126,3,38.7077507,-9.1365919
655000,"Lisboa","Lisboa","Apartment","A+",2,2023,146,"True",3,134,3,38.7077507,-9.1365919
397500,"Lisboa","Lisboa","Apartment","B-",0,2018,70,"False",1,63,1,38.7077507,-9.1365919
320000,"Lisboa","Sintra","Apartment","C",0,1991,138,"True",3,122,2,38.7077507,-9.1365919
415000,"Lisboa","Oeiras","Apartment","C",1,2008,69,"True",1,61,2,38.7077507,-9.1365919
480000,"Lisboa","Lisboa","Apartment","C",0,1950,70,"False",2,63,1,38.7077507,-9.1365919
495000,"Lisboa","Cascais","Apartment","D",1,1983,109,"False",3,109,2,38.7077507,-9.1365919
1275000,"Lisboa","Oeiras","Apartment","C",3,2009,168,"True",3,168,3,38.7077507,-9.1365919
360000,"Lisboa","Sintra","House","C",1,1951,98,"False",3,79,2,38.7077507,-9.1365919
430000,"Lisboa","Loures","Apartment","B-",1,2008,139,"True",3,117,2,38.7077507,-9.1365919
187000,"Lisboa","Sintra","Apartment","D",0,1994,180,"False",3,91,2,38.7077507,-9.1365919
245000,"Lisboa","Mafra","House","E",1,1950,114,"False",2,85,1,38.7077507,-9.1365919
360000,"Lisboa","Lisboa","Apartment","D",0,1950,111,"False",2,110,2,38.7077507,-9.1365919
160000,"Lisboa","Sintra","Apartment","C",0,1992,72,"True",2,70,1,38.7077507,-9.1365919
675000,"Lisboa","Lisboa","Apartment","A",2,2022,129,"True",3,129,3,38.7077507,-9.1365919
190000,"Lisboa","Cascais","Apartment","D",0,1972,65,"False",3,65,1,38.7077507,-9.1365919
205000,"Lisboa","Odivelas","Apartment","D",0,1955,66,"False",2,66,1,38.7077507,-9.1365919
235000,"Lisboa","Lisboa","Apartment","D",0,1987,55,"False",2,55,1,38.7077507,-9.1365919
197000,"Lisboa","Loures","Apartment","C",0,1968,74,"False",3,61,1,38.7077507,-9.1365919
210000,"Lisboa","Loures","Apartment","D",0,1986,66,"True",3,60,2,38.7077507,-9.1365919
390000,"Lisboa","Cascais","Apartment","C",1,1977,98,"True",2,80,2,38.7077507,-9.1365919
332000,"Lisboa","Sintra","Apartment","C",2,2004,95,"True",3,95,2,38.7077507,-9.1365919
8e+05,"Lisboa","Lisboa","Apartment","A",1,2022,112,"True",2,112,2,38.7077507,-9.1365919
580000,"Lisboa","Lisboa","Apartment","A",1,2022,79,"True",1,79,1,38.7077507,-9.1365919
384000,"Lisboa","Mafra","House","D",1,2000,151,"False",2,80,1,38.7077507,-9.1365919
795000,"Lisboa","Lisboa","Apartment","A",1,2022,112,"True",2,112,2,38.7077507,-9.1365919
790000,"Lisboa","Lisboa","Apartment","A",1,2022,109,"True",2,109,2,38.7077507,-9.1365919
186500,"Lisboa","Alenquer","Apartment","E",1,2001,110,"True",2,110,1,38.7077507,-9.1365919
232000,"Lisboa","Odivelas","Apartment","C",0,1987,84,"True",2,80,1,38.7077507,-9.1365919
74000,"Lisboa","Vila Franca de Xira","House","No Certificate",0,1950,50,"False",2,40,1,38.7077507,-9.1365919
805000,"Lisboa","Lisboa","Apartment","A",1,2022,114,"True",2,114,2,38.7077507,-9.1365919
498000,"Lisboa","Lisboa","Apartment","A",0,2019,67,"True",1,57,1,38.7077507,-9.1365919
675000,"Lisboa","Lisboa","Apartment","B-",1,2018,83,"True",2,65,1,38.7077507,-9.1365919
1290150,"Lisboa","Lisboa","Apartment","No Certificate",1,2022,152,"True",3,114,3,38.7077507,-9.1365919
765070,"Lisboa","Lisboa","Apartment","No Certificate",0,2022,98,"True",1,69,2,38.7077507,-9.1365919
315000,"Lisboa","Sintra","Apartment","C",2,2016,132,"True",3,132,2,38.7077507,-9.1365919
1207800,"Lisboa","Lisboa","Apartment","No Certificate",0,2022,144,"True",2,105,3,38.7077507,-9.1365919
1339560,"Lisboa","Lisboa","Apartment","No Certificate",1,2022,153,"True",3,153,3,38.7077507,-9.1365919
450000,"Lisboa","Loures","House","E",3,1994,105,"False",3,96,2,38.7077507,-9.1365919
185000,"Lisboa","Lisboa","Apartment","D",0,1950,34,"False",1,31,1,38.7077507,-9.1365919
640000,"Lisboa","Lisboa","Apartment","B",1,1984,95,"True",2,95,2,38.7077507,-9.1365919
560000,"Lisboa","Lisboa","Apartment","E",0,1968,173,"True",4,130,2,38.7077507,-9.1365919
776050,"Lisboa","Lisboa","Apartment","No Certificate",0,2022,97,"True",1,71,2,38.7077507,-9.1365919
1412500,"Lisboa","Lisboa","Apartment","No Certificate",1,2022,141,"True",3,116,3,38.7077507,-9.1365919
9e+05,"Lisboa","Lisboa","Apartment","D",1,1990,80,"True",2,80,1,38.7077507,-9.1365919
156000,"Lisboa","Sintra","Apartment","D",0,1972,90,"False",2,90,1,38.7077507,-9.1365919
770560,"Lisboa","Lisboa","Apartment","No Certificate",0,2022,88,"True",1,68,2,38.7077507,-9.1365919
250000,"Lisboa","Mafra","Apartment","C",1,2001,115,"True",2,102,1,38.7077507,-9.1365919
660000,"Lisboa","Lisboa","Apartment","C",2,2004,182,"True",4,164,2,38.7077507,-9.1365919
469000,"Lisboa","Sintra","House","C",0,2016,154,"False",3,88,2,38.7077507,-9.1365919
175000,"Lisboa","Vila Franca de Xira","Apartment","D",0,1980,71,"False",2,71,1,38.7077507,-9.1365919
1152900,"Lisboa","Lisboa","Apartment","No Certificate",0,2022,144,"True",2,104,3,38.7077507,-9.1365919
775000,"Lisboa","Lisboa","Apartment","C",2,2010,116,"True",2,104,2,38.7077507,-9.1365919
1043100,"Lisboa","Lisboa","Apartment","No Certificate",0,2022,144,"True",2,104,3,38.7077507,-9.1365919
1345050,"Lisboa","Lisboa","Apartment","No Certificate",1,2022,166,"True",3,166,3,38.7077507,-9.1365919
1100000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,149,"True",3,134,2,38.7077507,-9.1365919
1150000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,149,"True",3,134,2,38.7077507,-9.1365919
1170000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,149,"True",3,134,2,38.7077507,-9.1365919
1190000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,149,"True",3,134,2,38.7077507,-9.1365919
1200000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,149,"True",3,134,2,38.7077507,-9.1365919
1690000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,149,"True",3,134,2,38.7077507,-9.1365919
230000,"Lisboa","Sintra","Apartment","C",1,1993,107,"False",3,94,2,38.7077507,-9.1365919
1180000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,149,"True",3,134,2,38.7077507,-9.1365919
1100000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,149,"True",3,134,2,38.7077507,-9.1365919
1220000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,149,"True",3,134,2,38.7077507,-9.1365919
1550000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,182,"True",4,164,2,38.7077507,-9.1365919
675000,"Lisboa","Sintra","Apartment","B-",0,2021,88,"False",2,88,2,38.7077507,-9.1365919
680000,"Lisboa","Lisboa","Apartment","C",0,1968,143,"True",2,95,2,38.7077507,-9.1365919
419000,"Lisboa","Loures","Apartment","C",2,2006,145,"True",2,105,2,38.7077507,-9.1365919
1150000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,149,"True",3,134,2,38.7077507,-9.1365919
1700000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,149,"True",3,134,2,38.7077507,-9.1365919
835000,"Lisboa","Cascais","Apartment","C",2,1985,124,"False",3,112,2,38.7077507,-9.1365919
1050000,"Lisboa","Lisboa","Apartment","A",1,2019,84,"True",2,70,3,38.7077507,-9.1365919
737620,"Lisboa","Lisboa","Apartment","No Certificate",0,2022,105,"True",1,77,2,38.7077507,-9.1365919
1290000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,149,"True",3,134,2,38.7077507,-9.1365919
1600000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,184,"True",4,166,2,38.7077507,-9.1365919
1300000,"Lisboa","Lisboa","Apartment","No Certificate",2,2023,149,"True",3,134,2,38.7077507,-9.1365919
2e+06,"Lisboa","Lisboa","Apartment","No Certificate",3,2023,177,"True",4,159,2,38.7077507,-9.1365919
240000,"Lisboa","Odivelas","Apartment","C",0,1979,93,"True",2,93,1,38.7077507,-9.1365919
116950,"Lisboa","Amadora","Apartment","C",0,1987,130,"False",2,60,1,38.7077507,-9.1365919
450000,"Lisboa","Lisboa","Apartment","C",0,1968,143,"True",1,80,2,38.7077507,-9.1365919
455000,"Lisboa","Amadora","Apartment","No Certificate",2,2023,140,"True",3,140,2,38.7077507,-9.1365919
349000,"Lisboa","Loures","Apartment","E",1,2002,97,"True",3,97,2,38.7077507,-9.1365919
695000,"Lisboa","Lisboa","Apartment","C",0,2021,73,"True",2,57,2,38.7077507,-9.1365919
179000,"Lisboa","Amadora","Apartment","D",0,1972,60,"False",2,60,1,38.7077507,-9.1365919
239500,"Lisboa","Mafra","House","E",0,2006,105,"False",2,80,2,38.7077507,-9.1365919
298000,"Lisboa","Lisboa","Apartment","B-",0,1960,43,"True",1,40,1,38.7077507,-9.1365919
425000,"Lisboa","Amadora","Apartment","No Certificate",2,2023,116,"True",3,116,2,38.7077507,-9.1365919
495000,"Lisboa","Torres Vedras","Apartment","A+",1,2023,116,"True",2,116,3,38.7077507,-9.1365919
585000,"Lisboa","Odivelas","Apartment","B-",3,2012,171,"True",3,144,3,38.7077507,-9.1365919
590000,"Lisboa","Lisboa","House","D",3,1950,82,"False",3,74,2,38.7077507,-9.1365919
530000,"Lisboa","Mafra","Apartment","B",3,2023,164,"True",3,164,2,38.7077507,-9.1365919
445000,"Lisboa","Amadora","Apartment","No Certificate",2,2023,140,"True",3,140,2,38.7077507,-9.1365919
450000,"Lisboa","Amadora","Apartment","No Certificate",2,2023,140,"True",3,140,2,38.7077507,-9.1365919
520000,"Lisboa","Amadora","Apartment","No Certificate",3,2023,164,"True",4,164,3,38.7077507,-9.1365919
515000,"Lisboa","Amadora","Apartment","No Certificate",2,2023,163,"True",4,163,3,38.7077507,-9.1365919
515000,"Lisboa","Mafra","Apartment","B",3,2023,156,"True",3,156,2,38.7077507,-9.1365919
485000,"Lisboa","Odivelas","Apartment","A+",2,2023,138,"True",3,114,2,38.7077507,-9.1365919
770000,"Lisboa","Lisboa","Apartment","B",1,2023,92,"True",2,92,2,38.7077507,-9.1365919
190000,"Lisboa","Sintra","Apartment","D",0,1997,79,"True",1,73,1,38.7077507,-9.1365919
824000,"Lisboa","Oeiras","Apartment","A",2,2023,130,"True",2,116,3,38.7077507,-9.1365919
290000,"Lisboa","Vila Franca de Xira","House","F",0,1988,115,"False",3,115,2,38.7077507,-9.1365919
579000,"Lisboa","Lisboa","Apartment","C",0,1984,120,"True",3,120,2,38.7077507,-9.1365919
335000,"Lisboa","Lisboa","Apartment","D",0,1969,188,"True",3,71,2,38.7077507,-9.1365919
458000,"Lisboa","Lisboa","Apartment","C",0,1951,89,"False",3,89,1,38.7077507,-9.1365919
434000,"Lisboa","Mafra","Apartment","B",3,2023,164,"True",3,164,2,38.7077507,-9.1365919
